School Name,Principal Name,Other Contacts,Email,Phone Number,Website,State/City
St. Marys High School,Manoj Pratap Tirkey,,smsjalna@gmail.com,- 02482231144-,,"JALNA, Maharashtra"
St. Marys Higher Secondary School,Sr Theresa Madanu,,e_lizimadanu@yahoo.com,7592- 250968-,,"VIDISHA, Madhya Pradesh"
St. Marys School,Mercy Augustine,,stmaryschooldeosar@rediffmail.com,- 07801282373-,,"SINGHROULI, Madhya Pradesh"
St. Marys School Bhandara,Ms Jyoti Vijaykumar Dubey,,st.marys170@gmail.com,7184- 07184-258589--,http://www.st.marys.edu.in,"BHANDARA, Maharashtra"
St. Mary’s School,,,,,,"Delhi, Safdarjung Enclave"
St. Michael School,,,,,,Delhi
St. Michaels English School,Mrs Pranali V Kolhekar,,stmichaelcbseschool@gmail.com,7172- 07172-257769-,http://www.stmichaelcbseschool.in,"CHANDRAPUR, Maharashtra"
St. Michaels School,Urban John Dsouza,,stmichaelbhind@gmail.com,7534- 07534-240677--,http://www.stmichaelbhind.org,"BHIND, Madhya Pradesh"
St. Montfort School,Bro Monachan K K,,alexrke@yahoo.co.in,0755- 2529077- 751666,http://www.gwaliglysc,"BHOPAL, Madhya Pradesh"
St. Norbert School,Fr Paulson N P,,st.norbertdamoh@gmail.com,7812- 07812-221956-9617957378--,http://www.stnorbertdamoh.com,"DAMOH, Madhya Pradesh"
St. Paul Higher Secondary School,Fr Sibi Joseph,,frsibiindore@gmail.com,0731- 2492292-,,"INDORE, Madhya Pradesh"
St. Paul Public School,Mr Prabhakar Dhargave,,info@stpaulnagpur.com,- 07887882647-,http://stpaulschool.ac.in/,"NAGPUR, Maharashtra"
St. Paul School,Miss Menka Bhandula,,stpaulconvent2013@gmail.com,- 07172230674-,,"CHANDRAPUR, Maharashtra"
St. Paul'S Co-Ed School,Fr Johnson Tharani Cmi,,sebiedattukaran@yahoo.co.in,0755- 2756701- 2750538,,"BHOPAL, Madhya Pradesh"
St. Paul'S Higher Secondary School,Miss Jane Sylvester,,fralexg@gmail.com,7622- 231093-,,"KATNI, Madhya Pradesh"
St. Paul'S School,Pius Michael Kalathiveetil,,stpaulsschoolmorargwl@yahoo.co.in,0751- 2638255-,,"GWALIOR, Madhya Pradesh"
St. Pauls Convent Senior Secondary School,Sr Rose Tom,,srrosetom64@gmail.com,0734- 2554277- 562653,,"UJJAIN, Madhya Pradesh"
St. Paul’s Stepping Stones Preparatory School,,,,9717087711,,Play Schools
St. Peter's School,,,,,,Delhi
St. Peters School,Joly Augustine,,stpetersbhandara@gmail.com,7184- 255067-,,"BHANDARA, Maharashtra"
St. Pius Higher Secondary School,Sr Arockia Mary G V,,stpiuskhandwa@gmail.com,0733- 07332249300--,http://www.stpiuskhandwa.com,"KHANDWA, Madhya Pradesh"
"St. Pius School, Sheopur",Fr Rohit John,,stpiuss@gmail.com,0- 7049078507-,,"SHEOPUR, Madhya Pradesh"
St. Raphael'S Higher Secondary School,Sister Jancy Joseph,,preethissps@gmail.com,0731- 2702611-,,"INDORE, Madhya Pradesh"
St. Raphaels Academy,Sr Rose Antony,,strabicho@yahoo.com,- 9406946991-,http://www.straphaelcoedschool.org,"INDORE, Madhya Pradesh"
St. Rossellos School,Suby P Jose,,srannmary@yahoo.co.in,7115- 689150-,,"NAGPUR, Maharashtra"
St. Sophia School,,,,,,Delhi
St. Stephen's School,Harold Carver,,,,,Chandigarh
St. Teresa'S Convent High School,Miss Jannet Joseph,,kochurani1111@gmail.com,7360- 2368023-,,"SHAJAPUR, Madhya Pradesh"
St. Theresa'S Girls School,Sister Santani Minj,,rosyjoseph@rediffmail.com,0755- 2756241-,,"BHOPAL, Madhya Pradesh"
"St. Theresas School, Betul",Sr Mary Diana Alex,,brycie7@gmail.com,- 9300507043-,,"BETUL, Madhya Pradesh"
St. Thomas Convent Higher Secondary School,Sicily P K Sr Mercy,,bennetosb@gmail.com,7645- 8109371646-,www.stthomasbegumganj.com,"RAISEN, Madhya Pradesh"
St. Thomas English Medium High School,Rev Joby V George,,jubinkannammalil@gmail.com,- 7974146678-,,"SHAHDOL, Madhya Pradesh"
St. Thomas English Medium School,Swapna Iyer,,stemsvapi@gmail.com,0260- 02602464327-,http://www.stemsvapi.in/,"VALSAD, Gujarat"
St. Thomas Public School,Miss Sheetal Bhularam Bhandare,,stpsngp@gmail.com,- 07118277477-,http://stthomaspublicschoolnagpur.in,"NAGPUR, Maharashtra"
St. Thomas School,Neelima Mahesh Charan,,neelimacharan@gmail.com,91- 9909006261-,http://www.stthomasgim.com,"KUTCH, Gujarat"
ST. THOMAS SCHOOL 221503 (2131541),,Ashish Kumar Shukla,,8574860403,,
St. Thomas' Girls Sr. Sec. School,Mrs. Anuradha Amos,,stsschool@gmail.com,9971449191,,delhi
ST. V.S. PUBLIC SCHOOL 282007 (2132343),,,,,,
St. Vidhya Sagar Convent Higher Secondary School,Mrs Sujata Jaiwar,,kvchoudhary@gmail.com,7633- 9111001039-,,"BALAGHAT, Madhya Pradesh"
St. Vincent Pallotti School,Fr Dantees Thomas,,svpsindore@rediffmail.com,0731- 2971923-,www.pallottischoolindore.in,"INDORE, Madhya Pradesh"
St. Wilfred Education School,Preetika Das,,principal.stwilfredschool@gmail.com,2143- 239061-,http://www.stwilfreds.com,"RAIGAD, Maharashtra"
St. Xavier,,,,,,
St. Xavier School,NAEEM ALI KHAN,,stxaviersntl@gmail.com,9412647025,,Nainital
St. Xavier's High School,Mrs Meenakshi Bhatia,"Reena, Coordinator",pgmarathe26@gmail.com,"9811891408
Email-library@stxaviershighschoolgurgaon.com",,"Gurugram, Sec-49(531406)"
St. Xavier'S Higher Secondary School,Fr Varghese Shiju P S,,melvinthadeus@gmail.com,0755- 2620017-,,"BHOPAL, Madhya Pradesh"
St. Xavier's School,Paul Meledan,Payal,stxaviersrajkot@gmail.com,9012673894,www.stxaviersrajkot.org,"RAJKOT, Gujarat"
"St. Xaviers Cathedral School, Amravati",J Arul Ramsheen,,ajsheen123@gmail.com,- 07212552270-,http://www.stxaviercathedralschoolamravati.org,"AMRAVATI, Maharashtra"
St. Xaviers Cmi Public School,Fr Sanil,,sanilvcmi@gmail.com,0278- 02782563115--,http://www.stxavierscmipublicschool.com,"BHAVNAGAR, Gujarat"
"St. Xaviers Global Academy,",Mrs Neeta Ashok Ramnani,,stxaviers2021@gmail.com,- 02225894422-,www.stxaviersglobal.com,"THANE, Maharashtra"
"St. Xaviers International School,",Sr Sabna Lawrence,,st.xavierschool@rediffmail.com,7325- 07325282454-,http://www.sxis.in,"KHANDWA, Madhya Pradesh"
St.Ann'S School,Mrs Papiya Banerjee,,PAPIYA.BANERJEE@GMAIL.COM,0271- 7878440205-,,"AHMEDABAD, Gujarat"
"St.Annes Public School,Mul",Ligy Jose Kolenchery,,stannescbsemul@gmail.com,- 0-,stannes.com,"CHANDRAPUR, Maharashtra"
St.Anns School,Sr Preetha T V,,stannsschoolnagpur@gmail.com,7113- 07113-125408-,http://www.stannsschool.co.in,"NAGPUR, Maharashtra"
St.Antony'S Convent Higher Secondary School,Sr Lissy,,stantonyg@gmail.com,7270- 222030-,,"DEWAS, Madhya Pradesh"
St.Augusitnes (E.M.) High School School,Sr Ratna Kumari,,sr.tessyjoy@gmail.com,7323- 288110-,,"KHANDWA, Madhya Pradesh"
St.Flora Senior Secondary School,Jastin Toppo,,st.floratdl@gmail.com,7390- 276640-,,"JHABUA, Madhya Pradesh"
"St.Francis Convent Hr.Sec.School,Raisen",Beenaroy,,udayaputhur@gmail.com,7482- 223015-,,"RAISEN, Madhya Pradesh"
St.Francis Convent School Budni,Reetha A J,,fransbudni@yahoo.co.in,0756- 07564235055--,http://www.stfrancisbudni.com,"SEHORE, Madhya Pradesh"
St.Francis School,Preetha Thomas,,SINCITTAA@GMAIL.COM,7146- 256901-,,"BETUL, Madhya Pradesh"
St.Gianelli Convent School,Sr Nimmi K S,,st.gianelliconventschool@gmail.com,0- 9405144269-,http://www.gianelliconventschool.com,"NAGPUR, Maharashtra"
St.Joseph Convent School,Ligy Plathottathil,,sanjosconvent@gmail.com,2589- 226548-,,"JALGAON, Maharashtra"
St.Joseph School,Anty John,,stjosephbasoda@gmail.com,7594- 07594-221828-221528--,http://www.stjosephbasoda.com,"VIDISHA, Madhya Pradesh"
St.Joseph'S Convent Girls Senior Secondary School,Sr Navya Mathew,,sjcjbporg@yahoo.com,0761- 7614020444-,http://www.sjcjbp.org,"JABALPUR, Madhya Pradesh"
St.Joseph'S Convent H.S.School,Sr Shini Mathew,,sjc_khandwa@yahoo.com,0733- 2228190-,,"KHANDWA, Madhya Pradesh"
St.Joseph'S Convent School,Sr Ancy Joseph,,sjctfri@yahoo.com,0761- 2840027-,http://www.sjc.com,"JABALPUR, Madhya Pradesh"
St.Joseph'S School,Sebastian George,,stjosephsbirsinghpur@gmailcom,0765- 262255-,,"UMARIA, Madhya Pradesh"
St.Josephs Co-Ed School,Sr Eliza Joseph,,kolarsjcs@gmail.com,0755- 07552669460-,http://www.stjosephscoedkolar.com,"BHOPAL, Madhya Pradesh"
St.Josephs Convent School,Sr Nidhi,,sjcnamli@gmail.com,7412- --,http://www.sjcnamli.com,"RATLAM, Madhya Pradesh"
St.Josephs English High School,Sr Pauline Malar Mary,,paulinemalar1969@gmail.com,7262- 242764-,,"BULDHANA, Maharashtra"
St.Mary'S School,Fr Dionysius R B,,harsh_ax@live.com,7532- 232852-,,"MORENA, Madhya Pradesh"
St.Norbert School,Fr Babumon Peter,,norbertkeolari@gmail.com,- 07694061246-,,"SEONI, Madhya Pradesh"
St.Patrick'S Aa Ma U Ma Vi,Fr P Soosai,,frjoyvayala@gmail.com,7575- 278120-,,"HOSHANGABAD, Madhya Pradesh"
St.Pauls School,Sister Julia Santiago,,www.stpauljhinjhari@gmail.com,- 07622262303-,WWW.STPAULJHINJHARI.EDU.IN,"KATNI, Madhya Pradesh"
St.Raphael Co-Ed School,Valsa Joseph,,straphael2013@gmail.com,0755- 2970690-,http://www.xyz.com,"BHOPAL, Madhya Pradesh"
"St.Thomas Higher Secondary School,Ashoknagar",Sr Daliya A D,,stthomasschoolaskn@gmail.com,7543- 07543223038-,,"GUNA, Madhya Pradesh"
St.Thomas School,Saju Samuel,,st.thomaschool@hotmail.com,7272- 9993711155-,http://stthomasdewas.org,"DEWAS, Madhya Pradesh"
Stanford International School,Sadhana Walia,,abhapahuja21@gmail.com,0734- 2508201-,,"UJJAIN, Madhya Pradesh"
"Star International School, Kudwa, Gondia",Mr Stephen David,,sisgondia@gmail.com,- 07182252458-,http://www.sisgondia.com,"GONDIA, Maharashtra"
Stemfield International School,Mrs Manmeet Kohli,,mayurikabhisey2015@gmail.com,0761- 4010507-,http://www.stemfield.com,"JABALPUR, Madhya Pradesh"
Step by Step School,Vijayashree Ranganathan,Prakash,info@sbs-school.org,"0120-5087300, 8448776879",,"Noida, Noida,Sec-132(2131106)"
Step Forward Public School Junnardeo,Akhilendra Singh,,sfsjunnardeo@gmail.com,- 09190619766-,,"CHHINDWARA, Madhya Pradesh"
Stepping Stone Convent School,,,,,,
Stepping Stone Sr. Sec. School,anu kumar,,stepps_chd@yahoo.co.in,9988888901,,Chandigarh
Stepping Stones High School,Angelo Michael Dcruize,,steppingstoneshighschool@hotmail.com,0240- 7709142146-,,"AURANGABAD, Maharashtra"
Sterling School,Shibi Raju,,shibiraju77@gmail.com,020- 27234550-,www.sterlingschoolnerul.org.in,"PUNE, Maharashtra"
Strawberry English Medium School,Ramesh Raghunath Dighe,,principal.mystrawberry@gmail.com,0- 7588606745-,http://www.my.strawberryschool.com,"AHMEDNAGAR, Maharashtra"
Strawberry fields high school,,,,,,Chandigarh
Subhsh Montessori Public School,Mrs Hina Wadekar,,balkrushna20.walde@gmail.com,7165- 295164-,,"CHHINDWARA, Madhya Pradesh"
Sucess Point,,Pooja,,9650871651,,
Sumant Jethabhai Patel English Medium School,Hetal Tushar Gohel,,sjpengschool@gmail.com,- 9979057751-,,"ANAND, Gujarat"
Sumermail Jain PS,Rachana Sadi,,,9999673430,,Delhi
sumermal jain public school,rachna sadi,,,9999673430 9999673430,,Delhi
Sumitra Public School Babai,Mr Bhalendu Dubey,,spsprincipal2017@gmail.com,7574- 9993516761-,,"HOSHANGABAD, Madhya Pradesh"
Summer valley,Col. (Dr.) JASWINDER SINGH,,,9759002589,,Dehradun
summerfield,SONALI VERMA,,info@summerfielduk.com,9634438990,,Dehradun
Summerfield School,,Urmimala (P),,9871256820,,
"Sun Shine School, Mg Road, Sonkatch",Hansa Singh Panwar,,hansasingh.baghel@gmail.com,0727- 222271-,,"DEWAS, Madhya Pradesh"
"Sunbeam English School,",Mr. Deepak Madhok(Chairman),,bhagwanpur@sunbeamschools.com,097214 52100,,UP
Sunbeam School,Dr. Anupama Mishra,,varuna@sunbeamschools.com,9721452401,,UP
"Sunbeam School, Ballia",Ms. Seema,,Principalsunbeamballia@gmail.com,7755005901,,UP
Sunbeam Suncity (School & Hostel),MR. DEEPAK MADHOK ( DIRECTOR),,bhagwanpur@sunbeamschool.com,0542-2366885,,UP
Suncity,,Rupa Chakavarty  (P),,9953222107,,
SUNCITY SCHOOL,,,,9999058738,,GURUGRAM
Suncity School (Gurugram),Sangeeta Bagchi / Guneet ohri,,principal@suncityschool-37d.com,911244845300,,Gurugram
Sundar English Medium School,Ms N Madhuri Chandrashekhar,,semsoffice1@gmail.com,- 7770049434-,www.sunderenglishmediumschool.com,"RAIGAD, Maharashtra"
Sundaram Central School,Sunil Kumar Yadav,,sidhant1979@yahoo.co.in,0252- 9270061308-,,"THANE, Maharashtra"
Sunflag School,Mr Ajay Chowbe,,sunflag1988@gmail.com,7184- 285657- 85551-5,,"BHANDARA, Maharashtra"
Sunflower Eng. Med.H.S.School Harda,Ajit Kumar Tampi,,sunflowerharda@yahoo.co.in,7577- 07577223824-,http://www.sunflower.com,"HARDA, Madhya Pradesh"
Sunny'S Spring Dale School,Shephali Asharfilal Pal,,anaghapadwad@gmail.com,7184- 256502-,,"BHANDARA, Maharashtra"
SUNRISE ACADEMY,Mrs. NITU TOMAR,,sunriseacad@gmail.com,7088835552,,Dehradun
Sunrise English Medium School,Dr Kriti Chaudhary Phd,,yogeshbobade33@gmail.com,- 02183216300-,,"SOLAPUR, Maharashtra"
"Sunrise English School,",Ramkrishna K Butte,,rmjose2000@gmail.com,7251- 223787-,,"WASHIM, Maharashtra"
Sunrise Global School,Mrs Rajni Ladha,,info.sunriseglobalscl@gmail.com,- 8690059005-,,"KUTCH, Gujarat"
Sunshine English Medium School,Mahendra Balkrishna Katkar,,mahendrabkatkar1980@gmail.com,2375- 266444-,http://www.gaurishankar.org,"SATARA, Maharashtra"
"Supreme Academy, Ratangarh",Yogesh Sharma,,supremeacad.ratangarh@gmail.com,- 07420-253394-,,"NEEMUCH, Madhya Pradesh"
Suraj school,Kalpana (P),Kanika (P),,9873959019,,Gurugram
Surya International School,Vijay Rajesh Dixit,,thesuryaschool@gmail.com,- 02697-251221-,,"ANAND, Gujarat"
Suryadatta National School,Sheila Oka,,sheila.oka@suryadatta.edu.in,020- 02067901300-,www.suryadattaschool.org,"PUNE, Maharashtra"
Suryodaya Global Academy,Mr Arun Kumar,,sgakhirkiya@gmail.com,- 9826354754-,http://suryodayaglobal.in,"HARDA, Madhya Pradesh"
Sushganga Public School,Mohan Trimbak Bongirwar,,sgp.principal2015@gmail.com,- 07239293293--,http://www.sushgangaschool.org,"YAVAT MAL, Maharashtra"
Suyash Central School,Vidya Keshav Shinde,,suyashcentralcbse@gmail.com,0217- 2744921-,,"SOLAPUR, Maharashtra"
Svitm International School,Mrs Indira Bhadauriya,,svitminternationalg@gmail.com,0751- 9826369330-,http://www.svitminternational.org,"GWALIOR, Madhya Pradesh"
Svkm School,Mrs. Sunanda Menon,,dhulesvkmschool@gmail.com,- 02562297803-,www.svkmschool.net,"DHULE, Maharashtra"
"Swami Awadheshanand Public School, Kamptee",Esha Rupesh Mudaliar,,roysamuelkllr@gmail.com,7109- 288950-,http://www.sapskamptee.com,"NAGPUR, Maharashtra"
Swami Devi Dyal Group of Institutions,Mr. Amit Jindal,,,9988821000,,Panchkula
Swami Vivekanand Academy,Kusuma Joshi,,joshikusuma@yahoo.in,0264- 242179-,,"BHARUCH, Gujarat"
Swami Vivekanand Adarsh Higher Secondary School,Mr Rajendra Prasad Namdeo,,rajenraprasadnamdeosvav@gmail.com,7562- 267474-,,"SEHORE, Madhya Pradesh"
Swami Vivekanand Higher Secondary School,Mr Dhiraj Sharma,,dhirajs147@gmail.com,0749- 2211774-,,"SHIVPURI, Madhya Pradesh"
Swami Vivekanand Integration English School,Sachchida Nand Joshi,,principal.svies@gmail.com,2382- 224380-,http://www.vivekanandschoollatur.com,"LATUR, Maharashtra"
Swami Vivekanand International School,Sunil Bhoyar,,mrsmadhavimurthy@gmail.com,91- 9326459557-,http://www.svisonline.org,"WARDHA, Maharashtra"
Swami Vivekanand Public School,Amit Saha,,callamitsaha@gmail.com,7372- 254934-,http://www.svpsnagod.com,"RAJGARH, Madhya Pradesh"
Swami Vivekanand Rashtriya Dnyanpeeth,Mr Sandip D Ghate,,svrdjalgaonjamod@gmail.com,- 07266224091-,,"BULDHANA, Maharashtra"
Swami Vivekanand Vidhya Peeth,Sameer Kulkrani,,777sameerkulkarni@gmail.com,7394- 234570-,,"JHABUA, Madhya Pradesh"
Swami Vivekananda Academy,Mrs Preeti Mehrotra,,svagwl@gmail.com,0751- 0751-2470075-,http://www.swamivivekanandaacademy.co.in,"GWALIOR, Madhya Pradesh"
Swami Vivekananda International School,Riyanka Alok Arzare,,svis.query@gmail.com,- 02587-227773-,,"JALGAON, Maharashtra"
Swaminarayan Vidyapith,Mrs Nandini Virmani,,virmaninandini@yahoo.co.in,2692- 222444-,,"ANAND, Gujarat"
swamy narayan gurukul,Principal Swamy Narayan Gurukul,,,70935 96306,,Bangalore
Swarnleela International School,Mangeshkumar Babarao Awari,,euclid1729@gmail.com,7239- 293390-,,"YAVAT MAL, Maharashtra"
Swaroop Vidya Niketan Higher Secondary School,Jitendra Sharma,,shivnath_dubey@yahoo.com,7534- 244044-,http://mbinternationalschool.edu.in,"BHIND, Madhya Pradesh"
Swastik School,Mrs Monika Shah,,swastikschool2020@gmail.com,- 07927646244-,http://www.swastikschoolahd.com,"AHMEDABAD, Gujarat"
Swayam Academy,Sanjay Verma,,principalswayamacademy@gmail.com,7291- 263593-,http://www.mahimaganic.com,"DHAR, Madhya Pradesh"
"Sweet Memories School,Ruighar,",Ajay Bhagawat Sonavane,,smhspch@gmail.com,2168- 240396-,http://www.sweetmemoriesschool.com,"SATARA, Maharashtra"
Swiss Academy Primary English School,Mr Rahul Ramchandra More,,anitha.anandan1@gmail.com,- 09673803699-,,"HINGOLI, Maharashtra"
Swiss Cottage School,,,,,,Gurugram
Symbolic International School,Geeta Ganpatrao Patil,,symbolicinterschool@gmail.com,- 02302461434-,http://www.symbolicinternationalschool.com,"KOLHAPUR, Maharashtra"
Symbosis School,Sonali Rajiv Lokur,,sshm@symbischools.ac.in,0253- 2379496-,,"NASHIK, Maharashtra"
Syna International School,Dr Aditya Kumar Sharma,,ppl@synainternational.com,7622- 262255-,http://www.synainternational.com,"KATNI, Madhya Pradesh"
Synergy National School,Mr Sagar Raut,,synergy.ambejogai@gmail.com,2446- 02446246431--,http://www.synergynationalschool.com,"BEED, Maharashtra"
T N Rao School For Girls,Meeta Jadeja,,principal.tnr@gmail.com,0281- 6544299-,http://www.tnraoschool.org,"RAJKOT, Gujarat"
T.M.Patel International School,Sudha P Murugkar,,tmpatelinterschools@gmail.com,- 0261-6515566-,http://www.tmpatelschool.com,"SURAT, Gujarat"
T.R. Gandhi Public School,Ram Kumar Sharma,,rams16916@gmail.com,7532- 232247-,,"MORENA, Madhya Pradesh"
Tagore International School,Ms. Jyotika Jakhar,"Shruti, Teacher","principal.vv@tagoreint.com
info.vv@tagoreint.com","011-26142270, 26149008",,"Delhi, Vasant Vihar(2730034)"
Tagore Public School,,,,,,Gurugram
Tagore Public Schoool,,,,,,Delhi
Taiyebi English Medium Higher Secondary School,Husain Saher,,tssocietyujjain@gmail.com,- 9424878659-,http://www.tehsujjain.com,"UJJAIN, Madhya Pradesh"
Takshashila International School,Mr Vijaysinh Chauhan,,tiskosamba@gmail.com,- 9979843649-,http://tisk.in,"SURAT, Gujarat"
Takshila School,Padmavati Palase,,sangli@takshilaschools.in,91- 9372533119-,http://www.takshilaschools.in,"SANGLI, Maharashtra"
Takshila School Ahmednagar,Jayshree Mehetre,,ahmednagar.chiefmentor@takshilaschols.in,0241- 2329118-,http://www.takshilaschools.in,"AHMEDNAGAR, Maharashtra"
TAKSHSHILA INTERNATIONAL EDUCATION CENTRE,,Rafia Kamar,mdh576428@gmail.com,9161172081,,
Takshshila Junior College,Dr Ganasan V,,takshshela@gmail.com,0734- 2900641- 2628121,www.takshshilajuniorcolle,"UJJAIN, Madhya Pradesh"
Takshshila Public Model High School,Lalit Kumar Nayak,,50319@cbseshiksha.in,7685- 257810-,,"CHHATARPUR, Madhya Pradesh"
Takshshila Public School,Chhaya Joshi,,takshshila95@gmail.com,- 0755- 2586221 4273703-,http://www.takshshilapublicschool.org,"BHOPAL, Madhya Pradesh"
Tanna English Medium School,Dr Susanta Kumar Maharana,,tems.gondal@gmail.com,02825- 02825227541-,www.tannaschool.com,"RAJKOT, Gujarat"
Tansa Global School,Mr C John Devanand,,tansaschool@gmail.com,- 02526-,https://tansaschool.wixsite.com,"PALGHAR, Maharashtra"
Tanwani English School,Baby Surender Singh,,TANWANI64@GMAIL.COM,- 02402555377-,,"AURANGABAD, Maharashtra"
Tapasya Public School,Shivani Nitin Deshpande,,tapasyapsarvi@gmail.com,091- 9960721974--,http://www.tapasyapublicschoolarvi.com,"WARDHA, Maharashtra"
Tapovan International School,Ms Jincy Anandan,,jincyanand100@yahoo.com,2762- 260301-,http://www.tapovanschool.net,"MEHSANA, Gujarat"
Tapovan Sanskardham Vidhyalaya (Eng.Med.),Dilip Kumar Das,,principal.navsari@gmail.com,2637- 236960-,,"NAVSARI, Gujarat"
Tapovan Vidhyalay,Rohit Manilal Bhansali,,Jamnagar@TapovanVidhyalay.in,- 8469467067-,http://www.tapovanvidhyalay.in/,"JAMNAGAR, Gujarat"
Tapti Public School,Mrs Neena Moses Cutler,,neenacutler25@gmail.com,2582- 243099-,,"JALGAON, Maharashtra"
Tapti Valley International School,Mr G R Sivakumar,,principal@tvis.edu.in,2621- 306000-,http://www.tvef.edu.in,"SURAT, Gujarat"
Tarasadan Higher Secondary School,Sr Merlin,,tarasadan@rediffmail.com,7543- 222441-,,"GUNA, Madhya Pradesh"
Tata Chem Dav Public School,R K Sharma,,rks2541@gmail.com,2892- 665894-,,"JAMNAGAR, Gujarat"
Taywade Public School,Mrs. Pinky Harjeet Singh Virdi,,skumar.cbse@gmail.com,- 07109262525-,https://directory.edugorilla.com/school/taywade-pu,"NAGPUR, Maharashtra"
Teachers Training Delhi,,,,,,
Teens World Corporate School,Kurma Rao Repaka,,rajeshninawe24@gmail.com,0- 8983078966-,,"THANE, Maharashtra"
Tempelton Academy International,,,,,,Nainital
Tender Care Home,Ms Anita Kishanrao Patil,,tendercarehome@gmail.com,0240- 02402644644-,www.tch.org.in,"AURANGABAD, Maharashtra"
Tendrils Preparatory School,,,touch@thetendrils.com,9818205778,,Play Schools
Terna Public School,Vilas More,,SARATHKUMARPONNURU@GMAIL.COM,0247- 228621-,,"OSMANABAD, Maharashtra"
The Achievers School,Dr Priyadarshini Deoghare,,principal@theachieversschool.com,91- 7722083644-,http://theachieversschool.com,"NAGPUR, Maharashtra"
The Aditya Birla Public School,Rashmi Lohaan,,abpsveraval@adityabirla.com,2876- 243411-,http://www.sssvn.org,"JUNAGADH, Gujarat"
the adree school,,,,,,
The Advent Academy,Swati Patil,,theadvent.cbse@gmail.com,- 07280-,https://www.theadventacademy.org,"KHARGONE, Madhya Pradesh"
The Agratha Academy,Poonam Dubey,,anahitanajmi@gmail.com,- 02602564099-,http://agrathaacademy.org/,"VALSAD, Gujarat"
The Air Force school,Mrs Amita Gupta,,tafsdelhi@gmail.com,9810971672,,delhi
The Anglo International School,Mrs Yogita Vyas,,theanglo754@gmail.com,- 8959234898-,www.anglossendhwa.com,"BADWANI, Madhya Pradesh"
The Ardee School,,,,,,Gurugram
"THE ARYAN SCHOOL,DEHRA DUN",Mrs. Batoti Dasgupta,,aryan@thearyanschool.com,9627071732,,Dehradun
the asian school,ruchi pradhan,,theasianschool@gmail.com,070786 78028,,Dehradun
The Asters School,,,,095995 33473,,Play Schools
The Bagirathi IS,,,,,,Dehradun
the banyan tree,,,,,,
The Baptist Convent,,,,,,
The Beacon School,Roopa Midha (P),,connect@thebeaconschool.in,9871696889,,"Gurugram, GGN Sec 64"
The Bhavans Prominent International,Subrata Banerjee,,banerjee.subrata@yahoo.co.in,0731- 4243800- 5205024,,"INDORE, Madhya Pradesh"
The Blue Bells School,,,,,,Gurugram
the brirish school,MARK TAITT - 7525 490946 m.taitt@british-school.org,,,,,
the british school,mark taith,,m.taitt@british-school.org,7525 490946,,Gurugram
The Cambridge Valley International School,Sarika Narayan Shete,,cambridgevalleygeorai@gmail.com,- 02447264115-,www.cambridgegeorai.com,"BEED, Maharashtra"
The Central County School,Arti Sachin Mehadia,,info@tccsngp.org,7104- 237920-,http://www.tccsngp.org,"NAGPUR, Maharashtra"
"The Chikhli Urban Vidyaniketan, Chikhli",Mr Gaurav Vandankumar Shete,,jivan_358@yahoo.com,0264- 244651-,http://www.chikhlividyaniketan.com,"BULDHANA, Maharashtra"
The Commerce Hub,,Sunil Chawla,,9868529730,,
The Creative Public Higher Secondary School,Mr Rajesh Gupta,,rajeshguptardk@gmail.com,7282- 284599-,,"KHARGONE, Madhya Pradesh"
the Doon girls school,,,,,,Dehradun
"THE DOON SCHOOL,DEHRA DUN",Mr. KAMAL AHUJA,,,9720248830,,Dehradun
The Dwarka School,Mrs Swati Ambre,,principal@dwarkaschool.com,2135- 204567-,http://www.dwarkaschool.com,"PUNE, Maharashtra"
"The Elite Public School, Taloja, Navi Mumbai",Mrs S Ilamathi Pandi,,principal_tepstaloja@yahoo.com,- 02264642100-,,"RAIGAD, Maharashtra"
The Everest English Higher Secondary School,Atul Maddhav,,THEEVERESTINTERNATIONALSCHOOL@GMAIL.COM,- 9165091959-,http://theeverestschool.in/,"DEWAS, Madhya Pradesh"
The Foundation Of Education,Mrs Preeti Banke,,educationfoundation977@gmail.com,- 9977999002-,,"HARDA, Madhya Pradesh"
The Greenfingers School,Mr George P S,,gfsprincipal@gmail.com,2185- 222325-,,"SOLAPUR, Maharashtra"
The H. B. Kapadia New High School,Mrs.Indrani Banerjee,,harsh@hbkapadia.com,- 0792741412142-,http://www.hbkapadia.com,"AHMEDABAD, Gujarat"
The HDFC School,Anita makkar,,,,,Gurugram
"The Hdfc School,Pune",Amruta Prabhu,,principal.pune@thehdfcschool.com,- 9423505045-,www.thehdfcschool.com,"PUNE, Maharashtra"
The Heritage School,Manjulata Verma,,principal@heritageschoolpune.edu.in,2114- 9595106065-,,"PUNE, Maharashtra"
The Icon Public School,Mrs Dipika Nagarwalla,,arana14@gmail.com,0241- 02412357337--,http://www.iconpublicschools.org/,"AHMEDNAGAR, Maharashtra"
The Iconic School,Mrs Suman Purohit Das,,principal@iconicschool.in,- 7552696860-,http://www.iconicschool.com/,"BHOPAL, Madhya Pradesh"
the Indian Cambridge school,Ms. Gurpreet Kaur,,theics@live.in,,,Dehradun
The Indian Heights School Dwarka,Ms. Archana Narain,,theindianheights@gmail.com,9953401400,,delhi
the Indian public school,ANIL VOHRA,,tips.babugarh@gmail.com,8077437501,,Dehradun
